date,tweetcount,closelast,volume,open,high,low,sell,buy,iraneventcount,alleventcount,covidtrend,irantrend,new_cases,cumulative_cases,new_deaths,cumulative_deaths,globalnew_cases,globalcumulative_cases,global_new_deaths,global_cumulative_deaths,tweetscovidnofarsi,tweetsnofarsi,tweetsenglish,tweetscovid,iranprotest,iranmatconf,year,month,day,statadate,irneventpr,newcasepr,cumcasepr,newdeathpr,cumdeathpr
2020-06-30,752,41.150002,683,41.25,41.259998,41.09,20600,20500,55,1543,39,3,2536,225205,162,10670,171253,10204745,4402,531384,42,604,410,42,0,1,2020,6,30,30jun2020,.035644848,.014808499,.022068655,.036801454,.020079641
2020-07-01,812,42.029999,26437,41.959999,42.169998,41.82,20550,20450,75,1369,39,3,2457,227662,147,10817,156921,10361666,4489,535873,47,688,486,47,0,0,2020,7,1,01jul2020,.054784514,.015657561,.021971563,.032746714,.020185754
2020-07-02,692,43.139999,21131,42.02,43.220001,41.75,20820,20720,22,1360,39,3,2549,230211,141,10958,178616,10540282,5166,541039,23,542,300,24,0,0,2020,7,2,02jul2020,.016176471,.014270838,.021841066,.027293844,.020253623
2020-07-03,326,43.139999,21131,42.02,43.220001,41.75,20820,20720,35,1364,39,3,2652,232863,148,11106,206687,10746969,5403,546442,19,250,103,19,0,0,2020,7,3,03jul2020,.025659824,.012830996,.021667784,.02739219,.020324206
2020-07-04,1224,43.139999,21131,42.02,43.220001,41.75,21550,21450,28,623,39,3,2566,235429,154,11260,212936,10959905,5436,551878,77,1098,748,77,0,0,2020,7,4,04jul2020,.044943821,.012050569,.021480935,.028329654,.020403059
2020-07-05,622,43.139999,21131,42.02,43.220001,41.75,22350,22250,17,593,38,3,2449,237878,148,11408,210650,11170555,5628,557506,33,488,309,33,0,0,2020,7,5,05jul2020,.028667791,.011625919,.021295093,.026297087,.02046256
2020-07-06,855,43.099998,9946,42.75,43.709999,42.75,21800,21700,12,1208,38,3,2560,240438,163,11571,196421,11366976,4741,562247,64,732,513,65,0,0,2020,7,6,06jul2020,.0099337753,.01303323,.021152327,.034380931,.020579923
2020-07-07,617,43.080002,18215,43.150002,43.450001,42.459999,22120,22020,24,1343,38,3,2613,243051,160,11731,170902,11537878,3913,566160,56,573,345,56,0,0,2020,7,7,07jul2020,.017870439,.015289464,.021065485,.040889341,.020720292
2020-07-08,600,43.290001,18646,42.959999,43.459999,42.779999,22600,22500,21,1586,38,3,2637,245688,200,11931,176865,11714743,4638,570798,71,488,230,72,0,0,2020,7,8,08jul2020,.013240857,.014909677,.020972548,.043122035,.020902315
2020-07-09,678,42.349998,22614,43.380001,43.5,41.93,22400,22300,11,1444,38,3,2691,248379,153,12084,209312,11924055,5938,576736,68,586,324,69,0,0,2020,7,9,09jul2020,.0076177283,.012856406,.020830078,.025766252,.020952394
2020-07-10,497,43.240002,23554,42.400002,43.41,41.32,22400,22300,11,1251,38,3,2079,250458,221,12305,229557,12153612,5956,582692,70,409,230,70,0,0,2020,7,10,10jul2020,.0087929657,.0090565737,.020607701,.037105441,.021117503
2020-07-11,931,43.240002,23554,42.400002,43.41,41.32,22700,22600,13,710,38,3,2262,252720,142,12447,220791,12374403,5734,588426,59,833,438,59,0,0,2020,7,11,11jul2020,.01830986,.010244983,.020422803,.024764562,.021153042
2020-07-12,956,43.240002,23554,42.400002,43.41,41.32,22750,22650,11,609,41,3,2397,255117,188,12635,235858,12610261,5634,594060,85,881,431,85,0,0,2020,7,12,12jul2020,.018062398,.010162895,.020230906,.033368833,.021268895
2020-07-13,1132,42.720001,22131,43.110001,43.330002,42.189999,23550,23450,14,1441,41,3,2186,257303,194,12829,215535,12825796,5330,599390,91,989,482,92,0,1,2020,7,13,13jul2020,.0097154751,.010142204,.020061366,.036397748,.021403426
2020-07-14,1083,42.900002,21126,42.810001,43.09,42.73,23700,23600,38,1464,41,3,2349,259652,203,13032,195652,13021448,4405,603795,50,966,379,50,0,1,2020,7,14,14jul2020,.025956284,.012006011,.019940332,.046083994,.021583484
2020-07-15,1294,43.790001,23042,43.150002,43.84,42.700001,23950,23850,30,1490,41,3,2521,262173,179,13211,191772,13213220,4788,608583,87,1231,504,87,0,0,2020,7,15,15jul2020,.020134227,.013145819,.019841719,.037385128,.021707803
2020-07-16,1443,43.369999,19425,43.639999,43.810001,43.139999,24250,24150,78,1716,41,3,2388,264561,199,13410,226892,13440112,6160,614743,85,1269,548,86,5,1,2020,7,16,16jul2020,.045454547,.010524831,.019684434,.032305196,.021813994
2020-07-17,2216,43.139999,18132,43.34,43.459999,42.630001,24250,24150,37,1371,41,3,2500,267061,198,13608,242249,13682361,6201,620944,49,2164,600,49,5,1,2020,7,17,17jul2020,.026987601,.01031996,.019518634,.031930335,.02191502
2020-07-18,1644,43.139999,18132,43.34,43.459999,42.630001,25500,25400,33,618,41,3,2379,269440,183,13791,249414,13931775,7308,628252,75,1558,773,76,1,1,2020,7,18,18jul2020,.053398058,.0095383581,.019339962,.025041051,.021951383
2020-07-19,1620,43.139999,18132,43.34,43.459999,42.630001,24850,24750,88,644,40,3,2166,271606,188,13979,245992,14177767,6232,634484,57,1475,481,57,2,1,2020,7,19,19jul2020,.13664596,.0088051641,.019157177,.030166881,.022032076
2020-07-20,1629,43.279999,9989,43.09,43.43,42.369999,22850,22750,64,1369,40,3,2182,273788,209,14188,230467,14408234,5362,639846,63,1541,547,63,0,1,2020,7,20,20jul2020,.046749454,.0094677331,.01900219,.038977992,.022174086
2020-07-21,1412,44.32,21970,43.18,44.880001,43.119999,22500,22400,169,1587,40,3,2414,276202,217,14405,208396,14616630,4724,644570,56,1294,449,56,0,0,2020,7,21,21jul2020,.10649023,.011583716,.018896421,.045935649,.022348233
2020-07-22,1734,44.290001,18937,43.900002,44.400002,43.619999,21700,21600,49,1513,40,3,2625,278827,229,14634,205805,14822435,4921,649491,72,1620,628,72,0,0,2020,7,22,22jul2020,.032385986,.012754792,.018811148,.046535257,.022531491
2020-07-23,1305,43.310001,23096,44.349998,44.77,43.130001,22000,21900,67,1547,40,3,2586,281413,219,14853,249946,15072381,7592,657083,55,1218,434,55,0,0,2020,7,23,23jul2020,.043309633,.010346235,.018670773,.028846154,.022604451
2020-07-24,853,43.34,10777,43.360001,43.900002,42.799999,22000,21900,43,1618,40,3,2621,284034,221,15074,285753,15358134,6461,663544,41,780,318,41,0,0,2020,7,24,24jul2020,.02657602,.009172257,.018494043,.034205232,.022717409
2020-07-25,1559,43.34,10777,43.360001,43.900002,42.799999,23350,23250,14,661,40,3,2489,286523,215,15289,284426,15642560,6665,670209,63,1505,524,63,0,0,2020,7,25,25jul2020,.02118003,.0087509584,.018316887,.032258064,.022812286
2020-07-26,1733,43.34,10777,43.360001,43.900002,42.799999,23000,22900,41,754,40,3,2316,288839,195,15484,275517,15918077,6467,676676,72,1603,528,72,0,0,2020,7,26,26jul2020,.054376658,.0084060151,.018145345,.030153085,.022882443
2020-07-27,1380,43.41,10952,43.400002,43.77,42.380001,23400,23300,25,1405,40,3,2333,291172,216,15700,256312,16174389,5983,682659,53,1303,404,53,0,0,2020,7,27,27jul2020,.017793594,.0091021881,.018002041,.036102291,.022998305
2020-07-28,578,43.220001,83,43.619999,43.310001,43.130001,23500,23400,26,1540,40,3,2434,293606,212,15912,219513,16393902,4926,687585,42,494,243,42,0,1,2020,7,28,28jul2020,.016883116,.011088181,.017909463,.043036945,.023141867
2020-07-29,904,43.75,69,43.299999,43.810001,43.740002,23500,23400,16,1192,40,3,2667,296273,235,16147,225217,16619119,5103,692688,79,865,289,79,0,0,2020,7,29,29jul2020,.013422819,.011841913,.017827239,.046051342,.023310639
2020-07-30,1164,42.939999,2247,43.799999,43.82,41.380001,23550,23450,21,1404,40,3,2636,298909,196,16343,261802,16880921,6515,699203,59,1119,393,59,0,0,2020,7,30,30jul2020,.014957265,.010068678,.017706914,.03008442,.023373755
2020-07-31,2216,43.299999,237,43.32,43.52,43.07,23550,23450,38,1231,40,3,2621,301530,226,16569,297422,17178343,7003,706206,61,2148,455,61,0,1,2020,7,31,31jul2020,.030869212,.0088123949,.017552916,.032271884,.023461992
2020-08-01,924,43.299999,237,43.32,43.52,43.07,23400,23300,35,816,40,3,2674,304204,197,16766,300744,17479087,6679,712885,69,828,466,69,0,1,2020,8,1,01aug2020,.042892158,.0088912826,.017403884,.029495433,.023518519
2020-08-02,836,43.299999,237,43.32,43.52,43.07,23320,23220,36,624,100,3,2548,306752,216,16982,281115,17760202,6652,719537,77,738,431,78,0,1,2020,8,2,02aug2020,.057692308,.009063906,.017271876,.032471437,.023601288
2020-08-03,871,44.150002,26437,43.549999,44.450001,42.889999,23300,23200,5,1062,100,3,2685,309437,208,17190,263202,18023404,6079,725616,66,802,334,67,0,0,2020,8,3,03aug2020,.0047080978,.01020129,.017168621,.034216154,.023690216
2020-08-04,736,44.43,13942,43.91,44.82,43.240002,23300,23200,32,1393,100,3,2598,312035,215,17405,226899,18250303,4811,730427,59,668,393,59,0,0,2020,8,4,04aug2020,.022972003,.011450028,.017097523,.044689253,.023828527
2020-08-05,1250,45.169998,2350,44.400002,45.360001,45.02,23620,23520,27,1561,100,3,2751,314786,212,17617,214642,18464945,5467,735894,50,1182,512,50,0,1,2020,8,5,05aug2020,.017296605,.01281669,.017047763,.038778123,.023939589
2020-08-06,588,45.09,1254,45.240002,45.32,44.98,23700,23600,27,1487,100,3,2697,317483,185,17802,271992,18736937,6847,742741,46,497,264,46,0,0,2020,8,6,06aug2020,.018157363,.0099157328,.016944231,.027019132,.023967978
2020-08-07,1753,44.400002,10675,45.119999,45.25,44.259998,23700,23600,22,1539,100,3,2634,320117,174,17976,287114,19024051,7195,749936,54,1588,940,54,0,0,2020,8,7,07aug2020,.014294997,.0091740564,.016826963,.024183461,.023970045
2020-08-08,584,44.400002,10675,45.119999,45.25,44.259998,23700,23600,25,840,100,3,2450,322567,156,18132,286402,19310453,6849,756785,44,530,315,44,0,1,2020,8,8,08aug2020,.029761905,.0085544093,.016704269,.022777047,.023959249
2020-08-09,823,44.400002,10675,45.119999,45.25,44.259998,21550,21450,29,914,35,3,2125,324692,132,18264,289182,19599635,6885,763670,82,761,467,82,0,0,2020,8,9,09aug2020,.031728666,.0073483135,.016566226,.019172113,.02391609
2020-08-10,802,44.990002,7180,44.610001,45.259998,44.400002,22000,21900,47,1675,35,3,2020,326712,163,18427,267937,19867572,6085,769755,70,745,524,70,0,1,2020,8,10,10aug2020,.028059702,.0075390856,.016444486,.026787182,.023938786
2020-08-11,1471,44.5,10079,44.990002,45.779999,44.41,22200,22100,32,1793,35,3,2132,328844,189,18616,224576,20092148,4921,774676,64,1360,463,65,0,1,2020,8,11,11aug2020,.017847184,.009493445,.016366791,.038406827,.024030691
2020-08-12,1277,45.43,7356,44.580002,45.619999,44.509998,22250,22150,47,1598,35,3,2345,331189,184,18800,227909,20320057,5517,780193,43,1129,330,43,0,1,2020,8,12,12aug2020,.029411765,.010289194,.016298626,.033351459,.024096603
2020-08-13,1401,44.959999,1201,45.43,45.110001,44.860001,22500,22400,22,1794,35,3,2510,333699,188,18988,292132,20612189,7219,787412,65,1232,414,66,0,0,2020,8,13,13aug2020,.0122631,.0085920068,.016189402,.026042389,.024114441
2020-08-14,1431,44.799999,16242,45.049999,45.419998,44.48,22500,22400,58,1680,35,3,2625,336324,174,19162,292707,20904896,6915,794327,46,1306,305,46,0,1,2020,8,14,14aug2020,.034523811,.0089680124,.016088288,.025162689,.024123566
2020-08-15,1840,44.799999,16242,45.049999,45.419998,44.48,22050,21950,69,909,35,3,2501,338825,169,19331,301480,21206376,6673,801000,57,1775,649,57,0,1,2020,8,15,15aug2020,.075907588,.0082957409,.015977506,.025325941,.024133584
2020-08-16,1657,44.799999,16242,45.049999,45.419998,44.48,22550,22450,40,960,31,3,2245,341070,161,19492,286005,21492381,6644,807644,78,1570,570,78,0,0,2020,8,16,16aug2020,.041666668,.0078495136,.015869344,.024232389,.024134396
2020-08-17,3061,45.369999,18063,44.959999,45.419998,44.5,23200,23100,30,1700,31,3,2133,343203,147,19639,262791,21755172,5625,813269,85,2933,1014,86,0,0,2020,8,17,17aug2020,.01764706,.0081167165,.015775697,.026133334,.024148222
2020-08-18,1435,45.459999,16452,45.380001,45.540001,44.77,22850,22750,20,1806,31,3,2247,345450,165,19804,224659,21979831,4863,818132,49,1299,443,49,0,0,2020,8,18,18aug2020,.011074197,.010001825,.015716681,.033929672,.024206363
2020-08-19,1360,45.369999,3395,45.040001,45.490002,45,22850,22750,24,1740,31,3,2385,347835,168,19972,224862,22204693,5079,823211,44,1293,485,44,0,0,2020,8,19,19aug2020,.013793103,.010606505,.015664931,.033077378,.024261095
2020-08-20,739,44.900002,196,45.27,44.950001,44.869999,23170,23070,64,1773,31,3,2444,350279,153,20125,280371,22485064,6935,830146,29,550,296,29,0,1,2020,8,20,20aug2020,.036097012,.008717021,.015578297,.022062004,.024242723
